album_name,listeners,playcount,total_tracks,avg_duration_sec,raw_tags,tag_instrumental,tag_orchestral,tag_electronic,tag_ambient,tag_dark,tag_acoustic,tag_epic,tag_relaxing,n_tags,title,metascore,genres,releaseDate,release_year,score_category,is_high_score,log_listeners
Deus Ex Original Soundtrack,25,3007,,,,0,0,0,0,0,0,0,0,0,Deus Ex,90.0,Action Adventure,2000-06-23,2000.0,Universal (90+),1,3.258096538021482
Panzer Dragoon Orta Original Soundtrack,818,9382,,,,0,0,0,0,0,0,0,0,0,Panzer Dragoon Orta,90.0,Rail Shooter,2003-01-12,2003.0,Universal (90+),1,6.70808408385307
Portal: Still Alive Original Soundtrack,3,21,,,,0,0,0,0,0,0,0,0,0,Portal: Still Alive,90.0,FPS,2008-10-22,2008.0,Universal (90+),1,1.3862943611198906
Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),79675,1130440,21.0,199.5,soundtrack|star wars|score|ost|2016,0,0,0,0,0,0,0,0,5,Star Wars Rogue Leader: Rogue Squadron II,90.0,Space Combat Sim,2001-11-18,2001.0,Universal (90+),1,11.285723690195164
Sausage Party (Original Motion Picture Soundtrack),588,4487,25.0,182.8,80s|pop|classic rock|rock|new wave,0,0,0,0,0,0,0,0,5,Stephen's Sausage Roll,90.0,Action Puzzle,2016-04-18,2016.0,Universal (90+),1,6.3784261836515865
Half-Life 2: Episode Two Original Soundtrack,25,990,,,,0,0,0,0,0,0,0,0,0,Half-Life 2: Episode Two,90.0,FPS,2007-10-10,2007.0,Universal (90+),1,3.258096538021482
Hollow Knight (Original Soundtrack),304836,10845105,26.0,155.5,cinematic classical|ambient|modern classical|piano|sleep,0,1,0,1,0,1,0,0,5,Hollow Knight,90.0,Metroidvania,2018-06-12,2018.0,Universal (90+),1,12.627532486503442
The Rocky Horror Picture Show - Original Soundtrack,295900,5429342,16.0,190.8,soundtrack|musical|rocky horror picture show|rock|rock n roll,0,0,0,0,0,0,0,0,5,MLB 09: The Show,90.0,Baseball Sim,2009-03-03,2009.0,Universal (90+),1,12.597780217902699
VIDEOVERSE (Original Soundtrack),117,722,14.0,148.6,,0,0,0,0,0,0,0,0,0,VIDEOVERSE,90.0,Adventure,2023-08-07,2023.0,Universal (90+),1,4.770684624465665
Shin Megami Tensei: Persona 4 Original Soundtrack,18,2147,,,,0,0,0,0,0,0,0,0,0,Shin Megami Tensei: Persona 4,90.0,JRPG,2008-12-09,2008.0,Universal (90+),1,2.9444389791664403
WWF SmackDown! 2 Know Your Role OST,2,2,,,,0,0,0,0,0,0,0,0,0,WWF SmackDown! 2: Know Your Role,90.0,Wrestling,2000-11-20,2000.0,Universal (90+),1,1.0986122886681098
Blast Corps Original Soundtrack,4,756,,,,0,0,0,0,0,0,0,0,0,Blast Corps,90.0,Action,1997-02-28,1997.0,Universal (90+),1,1.6094379124341003
Ori and the Will of the Wisps (Original Soundtrack Recording),92892,2021985,60.0,183.4,contemporary classical|classical crossover|soundtrack|video game music|female vocalist,0,1,1,0,0,0,0,0,5,Ori and the Will of the Wisps,90.0,Metroidvania,2020-03-11,2020.0,Universal (90+),1,11.439203572124452
The Last of Us Part II (Original Soundtrack),116179,3916697,,,soundtrack|video game soundtrack|xxx|score|2020s,0,1,0,0,0,0,0,0,5,The Last of Us Part II Remastered,90.0,Survival,2024-01-19,2024.0,Universal (90+),1,11.662895991546524
DAVE THE DIVER Original Soundtrack,5608,59666,54.0,115.0,,0,0,0,0,0,0,0,0,0,DAVE THE DIVER,90.0,Action Adventure,2023-06-28,2023.0,Universal (90+),1,8.632127729508337
Limbo Original Soundtrack,8,169,,,,0,0,0,0,0,0,0,0,0,LIMBO,90.0,2D Platformer,2010-07-21,2010.0,Universal (90+),1,2.1972245773362196
Baseball A Film By Ken Burns - Original Soundtrack Recording,6246,19609,31.0,107.7,jazz|female vocalists|50's|to listen to|swing,0,0,0,0,0,0,0,0,5,MVP Baseball 2004,90.0,Baseball Sim,2004-03-09,2004.0,Universal (90+),1,8.73985662749357
Togo (Original Soundtrack),48822,135640,28.0,174.8,soundtrack|ambient|instrumental|jazz|new age,1,0,0,1,0,0,0,0,5,Mark of the Ninja,90.0,2D Platformer,2012-09-07,2012.0,Universal (90+),1,10.795956792284281
Dead Space 2 Original Soundtrack,38,710,,,,0,0,0,0,0,0,0,0,0,Dead Space 2,90.0,Third Person Shooter,2011-01-25,2011.0,Universal (90+),1,3.6635616461296463
Super Meat Boy! - Official Special Edition Soundtrack,46323,843463,80.0,124.6,electronic|soundtrack|ambient|video game music|electro,0,0,1,1,0,0,0,0,5,Super Meat Boy,90.0,2D Platformer,2010-10-20,2010.0,Universal (90+),1,10.743415464304269
SILENT HILL2 （Original Soundtrack）,283726,11668830,30.0,144.2,ambient|soundtrack|dark ambient|video game music|instrumental,1,0,1,1,1,0,0,0,5,Silent Hunter III,90.0,Marine Combat Sim,2005-03-15,2005.0,Universal (90+),1,12.55576778722371
Chained Echoes (Original Game Soundtrack),2049,81616,50.0,159.3,,0,0,0,0,0,0,0,0,0,Chained Echoes,90.0,JRPG,2022-12-08,2022.0,Universal (90+),1,7.6255950721324535
KINGDOM HEARTS -HD 2.5 ReMIX- (Original Soundtrack),74380,2312017,103.0,153.0,2005|soundtrack|2000s|10,0,0,0,0,0,0,0,0,4,Okami HD,90.0,Action Adventure,2012-10-30,2012.0,Universal (90+),1,11.216955811863006
Star Wars Rebels: Season Two (Original Soundtrack),19945,199474,33.0,102.2,soundtrack|star wars|work memories|composer|sun and moon and stars and outer space,0,0,0,0,0,0,0,0,5,Geometry Wars: Retro Evolved 2,90.0,Top-Down Shoot-'Em-Up,2008-07-30,2008.0,Universal (90+),1,9.900783900961812
Metroid Prime 3: Corruption Original Soundtrack,15,137,54.0,199.1,,0,0,0,0,0,0,0,0,0,Metroid Prime 3: Corruption,90.0,FPS,2007-08-27,2007.0,Universal (90+),1,2.772588722239781
Yandere Simulator (Original Soundtrack + Extras),3766,43101,16.0,,,0,0,0,0,0,0,0,0,0,Flight Simulator 2002,90.0,Aircraft Sim,2001-10-19,2001.0,Universal (90+),1,8.23403420769204
MONSTER HUNTER: WORLD ORIGINAL SOUNDTRACK,31340,528974,83.0,170.5,video game|soundtrack|video game music|2018|instrumental,1,0,1,0,0,0,0,0,5,Monster Hunter: World,90.0,Action RPG,2018-01-26,2018.0,Universal (90+),1,10.352682423505618
TimeSplitters 2 Original Soundtrack,127,5010,27.0,256.9,game|drone|soundtrack|electronic|video game music,0,0,1,1,0,0,0,0,5,TimeSplitters 2,90.0,FPS,2002-10-08,2002.0,Universal (90+),1,4.852030263919617
DOTA 2 (Original Soundtrack),70,1342,,,,0,0,0,0,0,0,0,0,0,Dota 2,90.0,MOBA,2013-07-09,2013.0,Universal (90+),1,4.2626798770413155
The Stanley Parable: Ultra Deluxe (Additional Music from the Original Soundtrack),2776,31717,23.0,139.3,soundtrack|sountrack,0,0,0,0,0,0,0,0,2,The Stanley Parable: Ultra Deluxe,90.0,First-Person Adventure,2022-04-27,2022.0,Universal (90+),1,7.9291264873067995
Super Mario 3D Land Original Soundtrack,51,1977,68.0,68.3,,0,0,0,0,0,0,0,0,0,Super Mario 3D Land,90.0,3D Platformer,2011-11-13,2011.0,Universal (90+),1,3.9512437185814275
The Falcon and the Winter Soldier: Vol. 2 (Episodes 4-6) [Original Soundtrack],3302,50265,25.0,155.6,marvel,0,0,0,0,0,0,0,0,1,Falcon 4.0: Allied Force,90.0,Aircraft Combat Sim,2005-06-28,2005.0,Universal (90+),1,8.10258642539079
The Original Soundtrack,766879,7593247,7.0,274.1,70s|soft rock|classic rock|pop|rock,0,0,0,0,0,0,0,1,5,Pushmo,90.0,Action Puzzle,2011-12-08,2011.0,Universal (90+),1,13.550085614393458
Panty & Stocking with Garterbelt　The Original Soundtrack,91061,1234892,,,,0,0,0,0,0,0,0,0,0,Freedom Force,90.0,Action RPG,2002-03-24,2002.0,Universal (90+),1,11.419295872188101
Guild Wars 2: Original Soundtrack,438,10279,78.0,146.4,,0,0,0,0,0,0,0,0,0,Guild Wars 2,90.0,MMORPG,2012-08-28,2012.0,Universal (90+),1,6.0844994130751715
Into The Breach Original Soundtrack,9,136,,,,0,0,0,0,0,0,0,0,0,Into the Breach,90.0,Turn-Based Tactics,2018-02-27,2018.0,Universal (90+),1,2.302585092994046
Sekiro: Shadows Die Twice Original Soundtrack,80,4157,,,,0,0,0,0,0,0,0,0,0,Sekiro: Shadows Die Twice,90.0,Action Adventure,2019-03-22,2019.0,Universal (90+),1,4.394449154672439
Chicory: A Colorful Tale (Original Soundtrack),13745,542085,60.0,155.9,electronic|furry|soundtrack|ambient|chiptune,0,0,1,1,0,0,0,0,5,Chicory: A Colorful Tale,90.0,Adventure,2021-06-10,2021.0,Universal (90+),1,9.52850315168155
NBA 2K12 Original Soundtrack,5,47,,,,0,0,0,0,0,0,0,0,0,NBA 2K12,90.0,Basketball Sim,2011-10-04,2011.0,Universal (90+),1,1.791759469228055
Shogun II: Total War (Original Soundtrack),18306,284487,28.0,139.0,soundtrack|ost|videogame soundtrack|video game soundtrack|like lots,0,1,0,0,0,0,0,0,5,Total War: Shogun 2,90.0,Turn-Based Strategy,2011-03-15,2011.0,Universal (90+),1,9.815038779351015
Final Fantasy VIII Original Soundtrack,2958,195016,73.0,199.0,video game music|soundtrack|final fantasy|instrumental|video games,1,0,1,0,0,0,0,0,5,Final Fantasy VIII,90.0,JRPG,1999-09-07,1999.0,Universal (90+),1,7.99260665240021
ASTRO BOT RESCUE MISSION Original Soundtrack,1240,13659,,,,0,0,0,0,0,0,0,0,0,Astro Bot Rescue Mission,90.0,Action Adventure,2018-10-02,2018.0,Universal (90+),1,7.123672785204607
Kentucky Route Zero (Original Soundtrack),38779,476607,26.0,,,0,0,0,0,0,0,0,0,0,Kentucky Route Zero - Act IV,90.0,Adventure,2016-07-19,2016.0,Universal (90+),1,10.565659928796643
Star Wars: The Last Jedi (Original Motion Picture Soundtrack),47260,708148,20.0,224.0,soundtrack|star wars|2017|indiana jones|score,0,0,0,0,0,0,0,0,5,Star Wars Jedi Knight II: Jedi Outcast,89.0,Linear Action Adventure,2002-03-26,2002.0,Great (80-89),1,10.763440710059992
Fury (Original Motion Picture Soundtrack),68957,548023,19.0,212.0,ambient|instrumental|soundtrack|9 of 10 stars|8 of 10 stars,1,0,0,1,0,0,0,0,5,Wipeout HD Fury,89.0,Future Racing,2009-07-23,2009.0,Great (80-89),1,11.141252902596813
Shin Megami Tensei Ⅳ Original Soundtrack,14493,483545,,,industrial|japanese vgm,0,0,0,0,0,0,0,0,2,Shin Megami Tensei: Persona 3 Portable,89.0,JRPG,2010-07-05,2010.0,Great (80-89),1,9.581490049669227
Call of Duty 2 Original Soundtrack,53,4299,,,,0,0,0,0,0,0,0,0,0,Call of Duty 2,89.0,FPS,2005-11-17,2005.0,Great (80-89),1,3.9889840465642745
Borderlands 2 Original Soundtrack,2747,103334,,,,0,0,0,0,0,0,0,0,0,Borderlands 2,89.0,FPS,2012-09-18,2012.0,Great (80-89),1,7.91862865334224
The Witcher 3: Wild Hunt - Hearts Of Stone (Original Soundtrack),16,420,,,,0,0,0,0,0,0,0,0,0,The Witcher 3: Wild Hunt - Hearts of Stone,89.0,Action RPG,2015-10-13,2015.0,Great (80-89),1,2.833213344056216
The Legend of Zelda: Majora's Mask 3D Original Soundtrack,104,3720,,,,0,0,0,0,0,0,0,0,0,The Legend of Zelda: Majora's Mask 3D,89.0,Open-World Action,2015-02-13,2015.0,Great (80-89),1,4.653960350157523
Metroid: Zero Mission (Original Soundtrack),2,19,,,,0,0,0,0,0,0,0,0,0,Metroid: Zero Mission,89.0,Metroidvania,2004-02-09,2004.0,Great (80-89),1,1.0986122886681098
Neon White - Original Soundtrack,2936,43937,51.0,176.3,,0,0,0,0,0,0,0,0,0,Neon White,89.0,FPS,2022-06-16,2022.0,Great (80-89),1,7.98514393119862
Dragon Quest VIII: Journey of the Cursed King Original Soundtrack,33,2146,,,,0,0,0,0,0,0,0,0,0,Dragon Quest VIII: Journey of the Cursed King,89.0,JRPG,2005-11-15,2005.0,Great (80-89),1,3.5263605246161616
"Halo 2, Vol. 2 (Original Soundtrack)",12888,109864,,,,0,0,0,0,0,0,0,0,0,Halo 2 Multiplayer Map Pack,89.0,FPS,2005-07-05,2005.0,Great (80-89),1,9.46412951340478
Tiger Woods PGA Tour 2005 Original Score,11,674,,,,0,0,0,0,0,0,0,0,0,Tiger Woods PGA Tour 2004,89.0,Golf Sim,2003-09-22,2003.0,Great (80-89),1,2.4849066497880004
Xenoblade Chronicles: Definitive Edition Original Soundtrack,32,1427,,,,0,0,0,0,0,0,0,0,0,Xenoblade Chronicles: Definitive Edition,89.0,Action RPG,2020-05-29,2020.0,Great (80-89),1,3.4965075614664802
Wipeout 3 Original Soundtrack,5,76,,,,0,0,0,0,0,0,0,0,0,Wipeout 3,89.0,Future Racing,1999-09-23,1999.0,Great (80-89),1,1.791759469228055
Monster Hunter World: Iceborne Original Soundtrack,24043,363746,66.0,,video game|2019|video game music|soundtrack|instrumental,1,0,1,0,0,0,0,0,5,Monster Hunter: World - Iceborne,89.0,Action RPG,2019-09-06,2019.0,Great (80-89),1,10.087640764159053
"The Walking Dead: The Telltale Series Soundtrack (Season 1, Pt. 1)",11610,182291,30.0,201.9,jazz|soundtrack|video game music|sam and max|instrumental,1,0,1,0,0,0,0,0,5,The Walking Dead: A Telltale Games Series,89.0,Point-and-Click,2012-04-24,2012.0,Great (80-89),1,9.359708203627006
Dead Cells (Original Soundtrack),30885,404496,25.0,248.4,soundtrack|instrumental|video game music|videogames|videogame,1,0,1,0,0,0,0,0,5,Dead Cells,89.0,Metroidvania,2018-08-07,2018.0,Great (80-89),1,10.338058285782946
Despelote (Original Soundtrack),2,279,,,,0,0,0,0,0,0,0,0,0,despelote,89.0,Adventure,2025-05-01,2025.0,Great (80-89),1,1.0986122886681098
Rez Original Soundtrack,5,21,,,,0,0,0,0,0,0,0,0,0,Rez,89.0,Rail Shooter,2008-01-30,2008.0,Great (80-89),1,1.791759469228055
Demon's Souls Original Soundtrack,26866,335436,21.0,,,0,0,0,0,0,0,0,0,0,Demon's Souls (2009),89.0,Action RPG,2009-10-06,2009.0,Great (80-89),1,10.198654046697536
Rez Infinite Original Soundtrack,3523,49872,17.0,375.3,video game soundtrack|videogame soundtrack|electronic|techno|ambient,0,1,1,1,0,0,0,0,5,Rez Infinite,89.0,Rail Shooter,2016-10-13,2016.0,Great (80-89),1,8.16735198705607
NHL 2K17 Supercard (Original Game Soundtrack),10,28,9.0,119.6,video game music|soundtrack|house|american|jungle,0,0,1,0,0,0,0,0,5,NHL 2K3,89.0,Hockey Sim,2002-11-10,2002.0,Great (80-89),1,2.3978952727983707
Fallout Original Soundtrack,2,1058,,,,0,0,0,0,0,0,0,0,0,Fallout,89.0,Western RPG,1997-10-09,1997.0,Great (80-89),1,1.0986122886681098
Castlevania: Symphony Of The Night Original Soundtrack,88,6891,,,,0,0,0,0,0,0,0,0,0,Castlevania: Symphony of the Night,89.0,Metroidvania,2007-03-21,2007.0,Great (80-89),1,4.48863636973214
Fable II Original Soundtrack,272,8430,11.0,223.5,soundtrack|instrumental|video game music|classical|composer,1,1,1,0,0,0,0,0,5,Fable II,89.0,Action RPG,2008-10-21,2008.0,Great (80-89),1,5.60947179518496
Pillars of Eternity (Original Soundtrack),3421,23588,26.0,147.9,,0,0,0,0,0,0,0,0,0,Pillars of Eternity,89.0,Western RPG,2015-03-26,2015.0,Great (80-89),1,8.137980454452139
The Talos Principle (Video Game Soundtrack),31234,568362,28.0,157.8,soundtrack|ambient|choral|gregorian chant|modern classical,0,1,0,1,0,0,0,0,5,The Talos Principle: Reawakened,89.0,First-Person Adventure,2025-04-10,2025.0,Great (80-89),1,10.349294539927671
The Music of Red Dead Redemption 2 (Original Soundtrack),205200,4132939,13.0,196.8,americana|post-rock|contemporary folk|neo-soul|soul blues,0,0,0,0,0,1,0,0,5,Left 4 Dead 2,89.0,Tactical FPS,2009-11-17,2009.0,Great (80-89),1,12.231745265561225
Left 4 Dead,7280,76230,,,,0,0,0,0,0,0,0,0,0,Left 4 Dead,89.0,FPS,2008-11-17,2008.0,Great (80-89),1,8.893023494394711
Assassin's Creed: Brotherhood Original Soundtrack,28,2667,,,soundtrack,0,0,0,0,0,0,0,0,1,Assassin's Creed: Brotherhood,89.0,Open-World Action,2010-11-16,2010.0,Great (80-89),1,3.367295829986474
Slay the Spire (Original Soundtrack),18303,242438,25.0,128.8,,0,0,0,0,0,0,0,0,0,Slay the Spire,89.0,Card Battle,2019-01-23,2019.0,Great (80-89),1,9.814874894179525
Pizza Tower Soundtrack,45473,2270660,,,video game music,0,0,1,0,0,0,0,0,1,Pizza Tower,89.0,2D Platformer,2023-01-26,2023.0,Great (80-89),1,10.724896013040084
Dark Souls III Original Soundtrack,510,35022,,,,0,0,0,0,0,0,0,0,0,Dark Souls III,89.0,Action RPG,2016-04-12,2016.0,Great (80-89),1,6.236369590203704
Titanfall 2 (Original Soundtrack),8529,110917,20.0,275.4,epic|game soundtrack|soundtrack|composer|video game music,0,1,1,0,0,0,1,0,5,Titanfall 2,89.0,FPS,2016-10-28,2016.0,Great (80-89),1,9.051344640485725
Beautiful Goal! (from FIFA Soccer 2005) (Soundtrack),3356,5690,,,fifa,0,0,0,0,0,0,0,0,1,Worldwide Soccer Manager 2005,89.0,Soccer Management,2004-12-07,2004.0,Great (80-89),1,8.118802996980035
Phantasy Star Online Original Soundtrack,3790,45110,,,,0,0,0,0,0,0,0,0,0,Phantasy Star Online,89.0,Action RPG,2001-01-29,2001.0,Great (80-89),1,8.240385115516334
Jade Empire Original Soundtrack,855,76669,,,soundtrack|game|atmospheric|oriental|rpg,0,0,0,1,0,0,0,0,5,Jade Empire,89.0,Action RPG,2005-04-12,2005.0,Great (80-89),1,6.752270376141742
NBA 2K13 Original Soundtrack,11,37,,,,0,0,0,0,0,0,0,0,0,NBA 2K3,89.0,Basketball Sim,2002-10-08,2002.0,Great (80-89),1,2.4849066497880004
F-Zero GX Original Soundtrack,9,115,,,,0,0,0,0,0,0,0,0,0,F-Zero GX,89.0,Future Racing,2003-08-26,2003.0,Great (80-89),1,2.302585092994046
SONIC HEROES Original Soundtrack (20th Anniversary Edition),52547,1191401,,,,0,0,0,0,0,0,0,0,0,Gunstar Heroes,89.0,2D Platformer,2015-08-20,2015.0,Great (80-89),1,10.869482316589398
Dark Souls Original Soundtrack,866,53641,27.0,195.1,,0,0,0,0,0,0,0,0,0,Dark Souls,89.0,Action RPG,2011-10-04,2011.0,Great (80-89),1,6.7650389767805414
Super Mario 3D World: Bowser's Fury Original Soundtrack,115,2741,30.0,106.1,,0,0,0,0,0,0,0,0,0,Super Mario 3D World + Bowser's Fury,89.0,3D Platformer,2021-02-12,2021.0,Great (80-89),1,4.7535901911063645
Xenoblade Chronicles 3 Original Soundtrack,196,17486,,,,0,0,0,0,0,0,0,0,0,Xenoblade Chronicles 3,89.0,Action RPG,2022-07-29,2022.0,Great (80-89),1,5.2832037287379885
"Grand Theft Auto: The Ballad of Gay Tony Soundtrack - Volume 03b ""ElectroChoc"" (Unmixed)",453,1843,,,,0,0,0,0,0,0,0,0,0,Grand Theft Auto IV: The Ballad of Gay Tony,89.0,Open-World Action,2009-10-29,2009.0,Great (80-89),1,6.118097198041348
Danganronpa V3: Killing Harmony Original Soundtrack White,55912,1372093,53.0,193.9,soundtrack|instrumental|video game music|jazz|electronic,1,0,1,0,0,0,0,0,5,NBA Street V3,89.0,Basketball,2005-02-08,2005.0,Great (80-89),1,10.931552190245274
Thank Goodness You're Here! OST,2,3583,,,,0,0,0,0,0,0,0,0,0,Thank Goodness You're Here!,89.0,Adventure,2024-08-01,2024.0,Great (80-89),1,1.0986122886681098
The Original Soundtrack,766879,7593247,7.0,274.1,70s|soft rock|classic rock|pop|rock,0,0,0,0,0,0,0,1,5,Kynseed,89.0,RPG,2022-12-06,2022.0,Great (80-89),1,13.550085614393458
The Legend of Zelda: The Minish Cap Original Soundtrack,3,7,,,,0,0,0,0,0,0,0,0,0,The Legend of Zelda: The Minish Cap,89.0,Open-World Action,2005-01-10,2005.0,Great (80-89),1,1.3862943611198906
Cyberpunk 2077: Phantom Liberty (Original Score),45238,564850,15.0,221.2,,0,0,0,0,0,0,0,0,0,Cyberpunk 2077: Phantom Liberty,89.0,Action RPG,2023-09-26,2023.0,Great (80-89),1,10.719714825653304
Tetris Effect (Original Soundtrack),27893,697133,40.0,253.9,soundtrack|video game soundtrack|videogame soundtrack,0,1,0,0,0,0,0,0,3,Tetris Effect,89.0,Stacking Puzzle,2018-11-09,2018.0,Great (80-89),1,10.23616689091864
Dead Space (Original Soundtrack),12357,55706,17.0,214.4,video game music|soundtrack|game soundtrack|monsters in movie music|movie music great action cues,0,1,1,0,0,0,1,0,5,Dead Space,89.0,Survival,2023-01-27,2023.0,Great (80-89),1,9.422058905620926
FEZ Original Soundtrack,758,66148,,,,0,0,0,0,0,0,0,0,0,Fez,89.0,2D Platformer,2012-04-13,2012.0,Great (80-89),1,6.63200177739563
The Walking Dead: Season 5 (AMC Original Soundtrack),3,11,,,,0,0,0,0,0,0,0,0,0,The Walking Dead: Episode 5 - No Time Left,89.0,Point-and-Click,2012-11-21,2012.0,Great (80-89),1,1.3862943611198906
Guild Wars Original Soundtrack,26,3023,,,,0,0,0,0,0,0,0,0,0,Guild Wars,89.0,MMORPG,2005-04-26,2005.0,Great (80-89),1,3.295836866004329
The Séance of Blake Manor (Original Soundtrack),61,690,32.0,,,0,0,0,0,0,0,0,0,0,The Seance of Blake Manor,89.0,First-Person Adventure,2025-10-27,2025.0,Great (80-89),1,4.127134385045092
Cave Story Original Soundtrack,133,8685,,,,0,0,0,0,0,0,0,0,0,Cave Story,89.0,Metroidvania,2010-03-22,2010.0,Great (80-89),1,4.897839799950911
Ace Combat 04: Shattered Skies Original Soundtrack,16,555,,,,0,0,0,0,0,0,0,0,0,Ace Combat 04: Shattered Skies,89.0,Aircraft Combat Sim,2001-11-01,2001.0,Great (80-89),1,2.833213344056216
College Football: Fight Songs (Original Soundtrack),5700,106222,168.0,58.2,,0,0,0,0,0,0,0,0,0,Football Manager Handheld,89.0,Soccer Management,,,Great (80-89),1,8.648396877031582
FINAL FANTASY VII REMAKE INTERGRADE Original Soundtrack,12027,205300,86.0,160.4,,0,0,0,0,0,0,0,0,0,Final Fantasy VII Remake Intergrade,89.0,Action RPG,2021-06-10,2021.0,Great (80-89),1,9.394992544108419
"Central Park Season Two, The Soundtrack – Songs in the Key of Park (Fista Puffs Mets Out Justice) [Original Soundtrack]",114,2760,,,,0,0,0,0,0,0,0,0,0,Out of the Park Baseball 15,89.0,Baseball Sim,2014-04-21,2014.0,Great (80-89),1,4.74493212836325
Streets of Rage 2 Original Soundtrack,130,2116,20.0,146.2,electronic|1993|all time favorites|soundtrack|electronica,0,0,1,0,0,0,0,0,5,Streets of Rage 2,89.0,2D Beat-'Em-Up,2015-07-23,2015.0,Great (80-89),1,4.875197323201151
Max Payne Original Soundtrack,25,883,,,,0,0,0,0,0,0,0,0,0,Max Payne,89.0,Third Person Shooter,2001-07-23,2001.0,Great (80-89),1,3.258096538021482
Hollow Knight (Original Soundtrack),304836,10845105,26.0,155.5,cinematic classical|ambient|modern classical|piano|sleep,0,1,0,1,0,1,0,0,5,Hollow Knight: Voidheart Edition,89.0,Metroidvania,2018-09-25,2018.0,Great (80-89),1,12.627532486503442
The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],104445,1471290,47.0,168.0,soundtrack|polish artist|instrumental|polish|game ost,1,0,0,0,0,0,0,0,5,Quake II - Enhanced Edition,89.0,FPS,2023-08-10,2023.0,Great (80-89),1,11.55642547041608
Fire Emblem: Three Houses Original Soundtrack,396,24814,,,,0,0,0,0,0,0,0,0,0,Fire Emblem: Three Houses,89.0,Turn-Based Tactics,2019-07-26,2019.0,Great (80-89),1,5.983936280687191
NieR: Automata Original Soundtrack,632,69597,,,,0,0,0,0,0,0,0,0,0,NieR: Automata - The End of YoRHa Edition,89.0,Action RPG,2022-10-06,2022.0,Great (80-89),1,6.450470422144176
Castlevania: Aria of Sorrow & Castlevania: Dawn of Sorrow Original Soundtrack,6,368,,,,0,0,0,0,0,0,0,0,0,Castlevania: Dawn of Sorrow,89.0,Metroidvania,2005-10-04,2005.0,Great (80-89),1,1.9459101490553132
"To the wilder (from ""DEATH STRANDING 2 : ON THE BEACH"" Soundtrack)",20081,203934,1.0,278.0,,0,0,0,0,0,0,0,0,0,Death Stranding 2: On The Beach,89.0,Open-World Action,2025-06-26,2025.0,Great (80-89),1,9.907579170439382
Destiny 2: The Final Shape Original Soundtrack,2,106,,,,0,0,0,0,0,0,0,0,0,Destiny 2: The Final Shape,89.0,FPS,2024-06-04,2024.0,Great (80-89),1,1.0986122886681098
Horizon Forbidden West (Original Soundtrack),22091,519067,142.0,188.2,,0,0,0,0,0,0,0,0,0,Horizon Forbidden West: Complete Edition,89.0,Open-World Action,2024-03-21,2024.0,Great (80-89),1,10.002970831021079
Like a Dragon: Infinite Wealth Original Soundtrack,6,1110,,,,0,0,0,0,0,0,0,0,0,Like a Dragon: Infinite Wealth,89.0,JRPG,2024-01-26,2024.0,Great (80-89),1,1.9459101490553132
Nuclear Throne Original Soundtrack,7,95,37.0,118.0,,0,0,0,0,0,0,0,0,0,Nuclear Throne,89.0,Top-Down Shoot-'Em-Up,2015-12-05,2015.0,Great (80-89),1,2.0794415416798357
Far Cry 5 (Original Game Soundtrack),37428,526078,31.0,162.9,soundtrack|game soundtrack|soundtracks|incredible|hairy chest,0,1,0,0,0,0,0,0,5,Far Cry,89.0,FPS,2004-03-23,2004.0,Great (80-89),1,10.530201084004045
Cuphead - The Delicious Last Course (Original Soundtrack),15894,355702,30.0,148.4,ost|score|cuphead,0,0,0,0,0,0,0,0,3,Cuphead in the Delicious Last Course,89.0,2D Platformer,2022-06-30,2022.0,Great (80-89),1,9.673759873344903
Dead Space (Original Soundtrack),12357,55706,17.0,214.4,video game music|soundtrack|game soundtrack|monsters in movie music|movie music great action cues,0,1,1,0,0,0,1,0,5,Dead Space (2008),89.0,Third Person Shooter,2008-10-13,2008.0,Great (80-89),1,9.422058905620926
XCOM: Enemy Unknown (Original Soundtrack),11,468,,,,0,0,0,0,0,0,0,0,0,XCOM: Enemy Unknown,89.0,Turn-Based Tactics,2012-10-08,2012.0,Great (80-89),1,2.4849066497880004
Lone Echo (Original Soundtrack),441,3207,5.0,348.0,james-joul - 2017 albums|2017 releases|soundtrack|video game music|ambient,0,0,1,1,0,0,0,0,5,Lone Echo,89.0,Action Adventure,2017-07-20,2017.0,Great (80-89),1,6.091309882077698
"TV SERIES ""RE:ZERO -STARTING LIFE IN ANOTHER WORLD-"" 3RD SEASON ORIGINAL SOUNDTRACK",819,32537,,,,0,0,0,0,0,0,0,0,0,World Series Baseball 2K3,89.0,Baseball Sim,2003-03-10,2003.0,Great (80-89),1,6.709304340258298
Descent 3 Original Soundtrack,117,300,,,,0,0,0,0,0,0,0,0,0,Descent 3,89.0,FPS,1999-06-17,1999.0,Great (80-89),1,4.770684624465665
Apex Legends (Original Soundtrack),9589,100518,5.0,,,0,0,0,0,0,0,0,0,0,Apex Legends,89.0,Tactical FPS,2019-02-04,2019.0,Great (80-89),1,9.168476167877484
NORCO Original Soundtrack,2712,69337,43.0,170.6,,0,0,0,0,0,0,0,0,0,NORCO,89.0,Point-and-Click,2022-03-24,2022.0,Great (80-89),1,7.905810312658931
