album_name,listeners,playcount,total_tracks,avg_duration_sec,raw_tags,tag_instrumental,tag_orchestral,tag_electronic,tag_ambient,tag_dark,tag_acoustic,tag_epic,tag_relaxing,n_tags,title,metascore,genres,releaseDate,release_year,score_category,is_high_score,log_listeners
Sly 2: Band of Thieves Original Soundtrack,2,242,,,,0,0,0,0,0,0,0,0,0,Sly 2: Band of Thieves,88.0,3D Platformer,2004-09-14,2004.0,Great (80-89),1,1.0986122886681098
Bomberman Tournament Original Soundtrack,8,229,,,,0,0,0,0,0,0,0,0,0,Bomberman Tournament,88.0,Open-World Action,2001-06-29,2001.0,Great (80-89),1,2.1972245773362196
Shogun Showdown (Original Soundtrack),766,8540,,,,0,0,0,0,0,0,0,0,0,Shogun Showdown,88.0,Card Battle,2024-09-05,2024.0,Great (80-89),1,6.642486801367256
Guacamelee! 2 (Original Soundtrack),1329,22082,39.0,174.2,techno|electronic|video game music|breakbeat|soundtrack,0,0,1,0,0,0,0,0,5,Guacamelee! Gold Edition,88.0,Metroidvania,2013-08-08,2013.0,Great (80-89),1,7.1929342212158
MONSTER HUNTER RISE ORIGINAL SOUNDTRACK,14253,350984,109.0,139.1,2021|video game|japan|japanese|jazz,0,0,0,0,0,0,0,0,5,Monster Hunter Rise,88.0,Action RPG,2021-03-26,2021.0,Great (80-89),1,9.564792848061815
God of War Ragnarök: Valhalla (Original Soundtrack),3606,49415,,,,0,0,0,0,0,0,0,0,0,God of War: Ragnarok - Valhalla,88.0,Action Adventure,2023-12-12,2023.0,Great (80-89),1,8.19063168090354
Bits of Music from The Stanley Parable Original Soundtrack,108,1665,,,,0,0,0,0,0,0,0,0,0,The Stanley Parable,88.0,First-Person Adventure,2013-10-17,2013.0,Great (80-89),1,4.6913478822291435
Fire Emblem Engage Original Soundtrack,207,46258,657.0,129.0,,0,0,0,0,0,0,0,0,0,Fire Emblem,88.0,Turn-Based Tactics,2003-11-03,2003.0,Great (80-89),1,5.337538079701318
Fire Emblem Fates Original Soundtrack,86,5356,,,,0,0,0,0,0,0,0,0,0,Fire Emblem Fates: Revelation,88.0,Turn-Based Tactics,2016-03-10,2016.0,Great (80-89),1,4.465908118654584
"Summer Strike, Pt. 4 (Original Soundtrack)",43445,825728,2.0,152.0,drizzles song|jungwon da julia,0,0,0,0,0,0,0,0,2,Counter-Strike: Source,88.0,Tactical FPS,2004-10-07,2004.0,Great (80-89),1,10.679274066616875
Battlefield 1 (Original Soundtrack),53951,791191,25.0,164.2,soundtrack|video game music|2016,0,0,1,0,0,0,0,0,3,Battlefield 1,88.0,Tactical FPS,2016-10-21,2016.0,Great (80-89),1,10.895850041361527
Shots of Hype Vol. 1 (Original Soundtrack),330,1274,,,,0,0,0,0,0,0,0,0,0,ESPN NHL 2K5,88.0,Hockey Sim,2004-08-30,2004.0,Great (80-89),1,5.802118375377063
Diablo III Original Soundtrack,285,17692,,,,0,0,0,0,0,0,0,0,0,Diablo III,88.0,Action RPG,2012-05-15,2012.0,Great (80-89),1,5.655991810819852
Resident Evil Requiem Original Soundtrack,14348,236642,30.0,242.9,,0,0,0,0,0,0,0,0,0,Resident Evil 4: Separate Ways,88.0,Survival,2023-09-21,2023.0,Great (80-89),1,9.571435532348406
Paper Mario: The Thousand-Year Door Original Soundtrack,98,4043,,,,0,0,0,0,0,0,0,0,0,Paper Mario: The Thousand-Year Door,88.0,JRPG,2024-05-23,2024.0,Great (80-89),1,4.59511985013459
Run Fatboy Run Original Soundtrack,13441,38797,26.0,149.0,indie|reggae|ska|indie rock|british,0,0,0,0,0,0,0,0,5,Armadillo Run,88.0,Action Puzzle,2006-04-22,2006.0,Great (80-89),1,9.506139412529912
LittleBigPlanet 2 (Original Game Soundtrack),4752,98445,31.0,132.3,,0,0,0,0,0,0,0,0,0,LittleBigPlanet PS Vita,88.0,2D Platformer,2012-09-18,2012.0,Great (80-89),1,8.46653127661401
Sid Meier's Civilization VI (Original Game Soundtrack),8833,95753,,,,0,0,0,0,0,0,0,0,0,Sid Meier's Pirates!,88.0,Strategy,2004-11-22,2004.0,Great (80-89),1,9.086363192156472
Steamworld Dig 2 Original Soundtrack,2,86,,,,0,0,0,0,0,0,0,0,0,SteamWorld Dig 2,88.0,Metroidvania,2017-09-21,2017.0,Great (80-89),1,1.0986122886681098
World of Warcraft: Legion (Original Game Soundtrack),3665,16958,,,,0,0,0,0,0,0,0,0,0,World of Warcraft: Legion,88.0,MMORPG,2016-08-29,2016.0,Great (80-89),1,8.20685642839965
Oddworld Stranger's Wrath Original Soundtrack,33,1084,,,,0,0,0,0,0,0,0,0,0,Oddworld: Stranger's Wrath,88.0,Action Adventure,2005-01-25,2005.0,Great (80-89),1,3.5263605246161616
Diablo IV (Original Soundtrack),3644,35117,,,,0,0,0,0,0,0,0,0,0,Diablo III: Eternal Collection,88.0,Action RPG,2018-11-02,2018.0,Great (80-89),1,8.201111644442758
"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",175748,1697755,,,folk|americana|bluegrass|soundtrack|roots,0,0,0,0,0,1,0,0,5,Art of Balance,88.0,Puzzle,2010-02-15,2010.0,Great (80-89),1,12.076812119756298
DOOM: ETERNAL Original Soundtrack,1734,9608,,,,0,0,0,0,0,0,0,0,0,DOOM Eternal,88.0,FPS,2020-03-20,2020.0,Great (80-89),1,7.45876269238096
Hyper Light Drifter (Original Game Soundtrack),27136,206847,29.0,295.3,,0,0,0,0,0,0,0,0,0,HYPER DEMON,88.0,Action,2022-09-19,2022.0,Great (80-89),1,10.208653389327727
Baldur's Gate 3 (Original Game Soundtrack),135568,6020723,43.0,207.0,,0,0,0,0,0,0,0,0,0,Baldur's Gate II: Throne of Bhaal,88.0,Western RPG,2001-06-21,2001.0,Great (80-89),1,11.817236014783045
Cave Story Plus Original Soundtrack,5,55,,,,0,0,0,0,0,0,0,0,0,Cave Story Plus,88.0,Metroidvania,2017-06-20,2017.0,Great (80-89),1,1.791759469228055
Owlboy (Original Soundtrack),84120,628480,50.0,103.7,soundtrack|video game music|game|vgm|owlboy,0,0,1,0,0,0,0,0,5,Owlboy,88.0,Action Adventure,2016-11-01,2016.0,Great (80-89),1,11.34001151752534
Pillars of Eternity II: Deadfire (Original Soundtrack),9624,137079,44.0,335.5,orchestral|original soundtrack|epic fantasy,0,1,0,0,0,0,1,0,3,Pillars of Eternity II: Deadfire,88.0,Western RPG,2018-05-08,2018.0,Great (80-89),1,9.172119159155985
Battlefield: Bad Company (Original Soundtrack),6431,35419,10.0,107.2,,0,0,0,0,0,0,0,0,0,Battlefield: Bad Company 2 Vietnam,88.0,FPS,2010-12-21,2010.0,Great (80-89),1,8.769040810858803
"Night in the Woods (Original Soundtrack, Vol. 2) [Hold onto Anything]",39487,1066962,53.0,179.3,soundtrack|ambient|2010s|indie|instrumental,1,0,0,1,0,0,0,0,5,Night in the Woods,88.0,Adventure,2017-02-21,2017.0,Great (80-89),1,10.58375210726506
"Crimson Skies: High Road To Revenge ""Original Soundtrack""",289,2177,54.0,64.5,video game music|game music|composers|halo|age of empires,0,0,1,0,0,0,0,0,5,Crimson Skies: High Road to Revenge,88.0,Aircraft Combat Sim,2003-10-21,2003.0,Great (80-89),1,5.66988092298052
Hakuna Machina (Original Motion Picture Soundtrack),6,12,,,,0,0,0,0,0,0,0,0,0,Nex Machina: Death Machine,88.0,Top-Down Shoot-'Em-Up,2017-06-20,2017.0,Great (80-89),1,1.9459101490553132
Nioh Original Soundtrack,29,2843,,,,0,0,0,0,0,0,0,0,0,Nioh,88.0,Action RPG,2017-02-07,2017.0,Great (80-89),1,3.4011973816621555
Dragon Age Inquisition (Original Game Soundtrack),66285,834738,39.0,,,0,0,0,0,0,0,0,0,0,Dark Age of Camelot,88.0,MMORPG,2001-10-09,2001.0,Great (80-89),1,11.101733992488617
Diablo II Original Soundtrack,47718,871457,,,dark ambient|video game music|ritual ambient|tribal ambient,0,0,1,1,1,0,0,0,4,Diablo II,88.0,Action RPG,2000-06-28,2000.0,Great (80-89),1,10.773084920418098
Torment: Tides of Numenera - Original Soundtrack,82,13569,,,,0,0,0,0,0,0,0,0,0,Halls of Torment,88.0,Top-Down Shoot-'Em-Up,2024-09-24,2024.0,Great (80-89),1,4.418840607796598
NBA 2K13 Original Soundtrack,11,37,,,,0,0,0,0,0,0,0,0,0,NBA 2K13,88.0,Basketball Sim,2012-10-02,2012.0,Great (80-89),1,2.4849066497880004
Frozen (Original Motion Picture Soundtrack / Deluxe Edition),616192,8229831,59.0,127.1,disney|musicals,0,0,0,0,0,0,0,0,2,The Talos Principle: Deluxe Edition,88.0,First-Person Adventure,2015-10-13,2015.0,Great (80-89),1,13.33131550513211
Mouthwashing (Original Soundtrack),24040,1301080,33.0,117.2,,0,0,0,0,0,0,0,0,0,Mouthwashing,88.0,First-Person Adventure,2024-09-26,2024.0,Great (80-89),1,10.087515985121769
Oddworld Abe's Exoddus Original Soundtrack,3,56,,,,0,0,0,0,0,0,0,0,0,Oddworld: Abe's Exoddus,88.0,2D Platformer,1998-10-31,1998.0,Great (80-89),1,1.3862943611198906
Subnautica Original Soundtrack,573,83716,56.0,107.0,,0,0,0,0,0,0,0,0,0,Subnautica,87.0,Sandbox,2018-01-23,2018.0,Great (80-89),0,6.352629396319567
Plants vs. Zombies Original Soundtrack,4705,67040,29.0,104.7,video game music|plants vs zombies|soundtrack|instrumental|pvz,1,0,1,0,0,0,0,0,5,Plants vs. Zombies,87.0,Defense,2009-05-05,2009.0,Great (80-89),0,8.456593569287309
Animal Crossing: New Leaf Original Soundtrack,138,18278,,,,0,0,0,0,0,0,0,0,0,Animal Crossing: New Leaf,88.0,Virtual Life,2013-06-09,2013.0,Great (80-89),1,4.9344739331306915
Guacamelee! Super Turbo Championship Edition Original Soundtrack Plus,10,177,,,,0,0,0,0,0,0,0,0,0,Guacamelee! Super Turbo Championship Edition,87.0,Metroidvania,2014-07-01,2014.0,Great (80-89),0,2.3978952727983707
College Football: Fight Songs (Original Soundtrack),5700,106222,168.0,58.2,,0,0,0,0,0,0,0,0,0,Football Manager 2010,87.0,Soccer Management,2009-11-03,2009.0,Great (80-89),0,8.648396877031582
Devil May Cry 5 Original Soundtrack,148464,3587721,7.0,157.7,soundtrack|bang bang bang|industrial rock|drum and bass|instrumental,1,0,0,0,0,0,0,0,5,Devil May Cry 5,87.0,Action Adventure,2019-03-08,2019.0,Great (80-89),0,11.908104519209893
Halo 4 (Original Soundtrack),3373,33963,,,,0,0,0,0,0,0,0,0,0,Halo 4,87.0,FPS,2012-11-06,2012.0,Great (80-89),0,8.123854263105914
Bloodborne The Old Hunters Original Soundtrack,17354,161921,,,masters in cuntology from the university of servington,0,0,0,0,0,0,0,0,1,Bloodborne: The Old Hunters,87.0,Action RPG,2015-11-24,2015.0,Great (80-89),0,9.761635928295886
Hitman 3 Original Soundtrack,179,6498,,,,0,0,0,0,0,0,0,0,0,Hitman 3,87.0,Action Adventure,2021-01-20,2021.0,Great (80-89),0,5.19295685089021
Final Fantasy XIV: Stormblood Original Soundtrack (Disc 1),5,203,,,,0,0,0,0,0,0,0,0,0,Final Fantasy XIV: Stormblood,87.0,MMORPG,2017-06-20,2017.0,Great (80-89),0,1.791759469228055
Doom 3 Original Soundtrack,253,1035,,,,0,0,0,0,0,0,0,0,0,DOOM 3,87.0,FPS,2004-08-03,2004.0,Great (80-89),0,5.537334267018537
Persona 3 Reload Original Soundtrack,309653,12700814,62.0,155.1,,0,0,0,0,0,0,0,0,0,Persona 3 Reload,87.0,JRPG,2024-02-02,2024.0,Great (80-89),0,12.643210824093204
Darksiders [Director's Cut] (Original Soundtrack),4606,25733,,,,0,0,0,0,0,0,0,0,0,Ghost of Tsushima: Director's Cut,87.0,Open-World Action,2021-08-20,2021.0,Great (80-89),0,8.435332164935916
The Original Soundtrack,766879,7593247,7.0,274.1,70s|soft rock|classic rock|pop|rock,0,0,0,0,0,0,0,1,5,The Witness,87.0,First-Person Adventure,2016-01-26,2016.0,Great (80-89),0,13.550085614393458
SOCOM 4: U.S. Navy SEALs: Original Soundtrack,4,94,19.0,246.8,,0,0,0,0,0,0,0,0,0,SOCOM II: U.S. Navy SEALs,87.0,Tactical Third Person Shooter,2003-11-04,2003.0,Great (80-89),0,1.6094379124341003
Dragon Quest IX: Sentinels of the Starry Skies Synthesizer & Original Soundtrack,14,427,,,,0,0,0,0,0,0,0,0,0,Dragon Quest IX: Sentinels of the Starry Skies,87.0,JRPG,2010-07-11,2010.0,Great (80-89),0,2.70805020110221
Pokémon X : Ten Years Of Pokémon (Original Soundtrack),3564,19982,13.0,166.1,,0,0,0,0,0,0,0,0,0,Pokemon X,87.0,Trainer RPG,2013-10-12,2013.0,Great (80-89),0,8.178919332848396
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon White Version,87.0,Trainer RPG,2011-03-06,2011.0,Great (80-89),0,10.40774163091908
FINAL FANTASY VII REMAKE Original Soundtrack,118443,4966281,156.0,380.0,video game music|soundtrack|final fantasy|japanese|video games,0,0,1,0,0,0,0,0,5,Final Fantasy VII Remake,87.0,Action RPG,2020-04-10,2020.0,Great (80-89),0,11.68219555401945
Baldur's Gate 3 (Original Game Soundtrack),135568,6020723,43.0,207.0,,0,0,0,0,0,0,0,0,0,Baldur's Gate: Dark Alliance,87.0,Action RPG,2001-12-02,2001.0,Great (80-89),0,11.817236014783045
Sea of Stars Original Soundtrack,76,5740,58.0,161.3,,0,0,0,0,0,0,0,0,0,Sea of Stars,87.0,JRPG,2023-08-29,2023.0,Great (80-89),0,4.343805421853684
Jeanne d'Arc Original Soundtrack,177,10062,,,,0,0,0,0,0,0,0,0,0,Jeanne d'Arc,87.0,Turn-Based Tactics,2007-08-21,2007.0,Great (80-89),0,5.181783550292085
Fire Emblem Echoes: Shadows of Valentia Original Soundtrack,19,108,,,,0,0,0,0,0,0,0,0,0,Critter Crunch,87.0,Puzzle,2009-10-08,2009.0,Great (80-89),0,2.995732273553991
Monster Train 2 (Original Soundtrack),927,11950,19.0,168.8,,0,0,0,0,0,0,0,0,0,Monster Train 2,87.0,Card Battle,2025-05-21,2025.0,Great (80-89),0,6.833031732786201
ASTRAL CHAIN Original Soundtrack,29,722,,,,0,0,0,0,0,0,0,0,0,Astral Chain,87.0,Action Adventure,2019-08-30,2019.0,Great (80-89),0,3.4011973816621555
Kathy Rain Director's Cut (Original Game Soundtrack),143,2830,36.0,149.3,,0,0,0,0,0,0,0,0,0,Kathy Rain: Director's Cut,87.0,Point-and-Click,2021-10-26,2021.0,Great (80-89),0,4.969813299576001
Tactical Breach Wizards Original Soundtrack,22,565,,,,0,0,0,0,0,0,0,0,0,Tactical Breach Wizards,87.0,Turn-Based Tactics,2024-08-22,2024.0,Great (80-89),0,3.1354942159291497
Shin Megami Tensei V: Vengeance Original Soundtrack,7179,296111,,,,0,0,0,0,0,0,0,0,0,Shin Megami Tensei V: Vengeance,87.0,JRPG,2024-06-14,2024.0,Great (80-89),0,8.87905466204227
Runeterra Reforged (Original Soundtrack),4011,24274,9.0,199.9,,0,0,0,0,0,0,0,0,0,Legends of Runeterra,87.0,Card Battle,2020-04-29,2020.0,Great (80-89),0,8.297045149081827
Five Nights at Freddy's: Security Breach Original Soundtrack,45246,591897,,,,0,0,0,0,0,0,0,0,0,Five Nights at Freddy's: Into the Pit,87.0,Action Adventure,2024-08-08,2024.0,Great (80-89),0,10.719891648587698
Dragon Age Inquisition (Original Game Soundtrack),66285,834738,39.0,,,0,0,0,0,0,0,0,0,0,Thief II: The Metal Age,87.0,Action Adventure,2000-02-29,2000.0,Great (80-89),0,11.101733992488617
Heavy Rain Original Soundtrack,112,3476,,,,0,0,0,0,0,0,0,0,0,Heavy Rain,87.0,Third-Person Adventure,2010-02-23,2010.0,Great (80-89),0,4.727387818712341
Mechwarrior 4 Vengeance Soundtrack,118,7527,,,,0,0,0,0,0,0,0,0,0,MechWarrior 4: Vengeance,87.0,Vehicle Combat Sim,2000-11-23,2000.0,Great (80-89),0,4.77912349311153
Diablo II: Lord of Destruction Original Soundtrack,10,225,,,,0,0,0,0,0,0,0,0,0,Diablo II: Lord of Destruction,87.0,Action RPG,2001-06-27,2001.0,Great (80-89),0,2.3978952727983707
Tactics Ogre: Let Us Cling Together Original Soundtrack,6,546,,,,0,0,0,0,0,0,0,0,0,Tactics Ogre: Let Us Cling Together,87.0,Turn-Based Tactics,2011-02-15,2011.0,Great (80-89),0,1.9459101490553132
FINAL FANTASY XVI Original Soundtrack,19493,788729,181.0,156.2,,0,0,0,0,0,0,0,0,0,Final Fantasy XVI,87.0,Action RPG,2023-06-22,2023.0,Great (80-89),0,9.877862004897155
Kentucky Route Zero (Original Soundtrack),38779,476607,26.0,,,0,0,0,0,0,0,0,0,0,Kentucky Route Zero: TV Edition,87.0,Adventure,2020-01-28,2020.0,Great (80-89),0,10.565659928796643
Half-Life 2: Episode One Original Soundtrack,2,177,,,,0,0,0,0,0,0,0,0,0,Half-Life 2: Episode One,87.0,FPS,2006-06-01,2006.0,Great (80-89),0,1.0986122886681098
Shin Megami Tensei V: Vengeance Original Soundtrack,7179,296111,,,,0,0,0,0,0,0,0,0,0,Shinobi: Art of Vengeance,87.0,2D Platformer,2025-08-29,2025.0,Great (80-89),0,8.87905466204227
Syphon Filter - Dark Mirror Original Soundtrack,4,25,,,,0,0,0,0,0,0,0,0,0,Syphon Filter: Dark Mirror,87.0,Tactical Third Person Shooter,2006-03-14,2006.0,Great (80-89),0,1.6094379124341003
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon Sun,87.0,Trainer RPG,2016-11-18,2016.0,Great (80-89),0,10.40774163091908
The Elder Scrolls III: Morrowind Original Soundtrack,1011,67164,,,ambient|instrumental|soundtrack|video game music|beautiful,1,0,1,1,0,0,0,0,5,The Elder Scrolls III: Morrowind,87.0,Western RPG,2002-06-06,2002.0,Great (80-89),0,6.919683849847411
Super Monkey Ball 2 Original Soundtrack,9,938,,,,0,0,0,0,0,0,0,0,0,Super Monkey Ball 2,87.0,Party,2002-08-25,2002.0,Great (80-89),0,2.302585092994046
The Swapper Original Soundtrack,1098,52215,13.0,130.7,ambient|video game music|sad|melancholic|electronic,0,0,1,1,1,0,0,0,5,The Swapper,87.0,Metroidvania,2013-05-30,2013.0,Great (80-89),0,7.002155954403621
Mass Effect 2 (Original Soundtrack),38284,483775,27.0,239.1,soundtrack|2010|epic|ambient|mass effect,0,0,0,1,0,0,1,0,5,Mass Effect 2: Lair of the Shadow Broker,87.0,Western RPG,2010-09-07,2010.0,Great (80-89),0,10.552813453547223
Jak II Original Soundtrack,4,277,,,,0,0,0,0,0,0,0,0,0,Jak II,87.0,3D Platformer,2003-10-14,2003.0,Great (80-89),0,1.6094379124341003
Hollow Knight (Original Soundtrack),304836,10845105,26.0,155.5,cinematic classical|ambient|modern classical|piano|sleep,0,1,0,1,0,1,0,0,5,Batman: Arkham Knight,87.0,Open-World Action,2015-06-23,2015.0,Great (80-89),0,12.627532486503442
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon SoulSilver Version,87.0,Trainer RPG,2010-03-14,2010.0,Great (80-89),0,10.40774163091908
The Sims (Original Soundtrack),47920,778390,15.0,227.9,soundtrack|videogame soundtrack|video game music|ea games|video game soundtrack,0,1,1,0,0,0,0,0,5,Ultimate Card Games,87.0,Board,,,Great (80-89),0,10.777309100685118
Castlevania Circle of the Moon & Castlevania Harmony of Dissonance Original Soundtrack,8,55,,,,0,0,0,0,0,0,0,0,0,Castlevania: Harmony of Dissonance,87.0,Metroidvania,2002-09-16,2002.0,Great (80-89),0,2.1972245773362196
The Legend of Zelda: Link's Awakening Original Soundtrack,93,9297,,,,0,0,0,0,0,0,0,0,0,The Legend of Zelda: Link's Awakening,87.0,Open-World Action,2019-09-20,2019.0,Great (80-89),0,4.543294782270004
Final Fantasy Tactics Advance Original Soundtrack,123,5902,,,,0,0,0,0,0,0,0,0,0,Final Fantasy Tactics Advance,87.0,Turn-Based Tactics,2003-09-08,2003.0,Great (80-89),0,4.820281565605037
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon Moon,87.0,Trainer RPG,2016-11-18,2016.0,Great (80-89),0,10.40774163091908
Paper Mario: The Thousand-Year Door (2024) Soundtrack,92,14548,,,,0,0,0,0,0,0,0,0,0,Paper Mario: The Thousand-Year Door (2004),87.0,JRPG,2004-10-11,2004.0,Great (80-89),0,4.532599493153256
Marvel's Spider-Man (Original Video Game Soundtrack),35351,475080,27.0,178.7,video game soundtrack|videogame soundtrack,0,1,0,0,0,0,0,0,2,Marvel's Spider-Man,87.0,Open-World Action,2018-09-07,2018.0,Great (80-89),0,10.473110246810576
New Super Mario Bros. Wii Original Soundtrack,34,563,,,,0,0,0,0,0,0,0,0,0,New Super Mario Bros. Wii,87.0,2D Platformer,2009-11-15,2009.0,Great (80-89),0,3.5553480614894135
Immortality (Original Soundtrack to the Interactive Trilogy),567,6965,17.0,201.9,,0,0,0,0,0,0,0,0,0,Immortality,87.0,Adventure,2022-08-30,2022.0,Great (80-89),0,6.342121418721152
Red Dead Redemption: Undead Nightmare Original Soundtrack,21637,219193,18.0,163.2,soundtrack|video game soundtrack,0,1,0,0,0,0,0,0,2,Red Dead Redemption: Undead Nightmare Pack,87.0,Open-World Action,2010-10-26,2010.0,Great (80-89),0,9.98220630724752
Bangai-O Original Soundtrack,7,105,,,,0,0,0,0,0,0,0,0,0,Bangai-O,87.0,Vertical Shoot-'Em-Up,2001-03-21,2001.0,Great (80-89),0,2.0794415416798357
Bully Original Soundtrack,2601,183807,26.0,133.7,surf rock|jazz-funk|soul|funk|instrumental,1,0,0,0,0,0,0,0,5,Bully,87.0,Open-World Action,2006-10-17,2006.0,Great (80-89),0,7.86403565907245
Donkey Kong Country Returns Original Soundtrack,41,1390,,,,0,0,0,0,0,0,0,0,0,Donkey Kong Country Returns,87.0,2D Platformer,2010-11-21,2010.0,Great (80-89),0,3.7376696182833684
Battlefield 3 (Original Soundtrack),18028,180078,,,,0,0,0,0,0,0,0,0,0,Battlefield 3: Armored Kill,87.0,Tactical FPS,2012-09-11,2012.0,Great (80-89),0,9.7997368515422
Call of Duty: Black Ops Original Soundtrack,8,341,,,,0,0,0,0,0,0,0,0,0,Call of Duty: Black Ops,87.0,Tactical FPS,2010-11-09,2010.0,Great (80-89),0,2.1972245773362196
Icewind Dale Original Soundtrack,18,2097,,,,0,0,0,0,0,0,0,0,0,Icewind Dale,87.0,Western RPG,2000-06-29,2000.0,Great (80-89),0,2.9444389791664403
Fire Emblem Fates Original Soundtrack,86,5356,,,,0,0,0,0,0,0,0,0,0,Fire Emblem Fates: Conquest,87.0,Turn-Based Tactics,2016-02-19,2016.0,Great (80-89),0,4.465908118654584
Metal Gear Solid: Portable Ops Original Soundtrack,424,6686,,,,0,0,0,0,0,0,0,0,0,Metal Gear Solid: Portable Ops,87.0,Action Adventure,2006-12-05,2006.0,Great (80-89),0,6.052089168924417
God of War: Ascension (Original Soundtrack),5320,70634,27.0,145.8,soundtrack|instrumental|composer|ost|stunning,1,0,0,0,0,0,0,0,5,TowerFall Ascension,87.0,2D Platformer,2014-03-11,2014.0,Great (80-89),0,8.579416534596369
Zack & Wiki: Quest for Barbaros' Treasure,41,3477,,,wiki|zack,0,0,0,0,0,0,0,0,2,Zack & Wiki: Quest for Barbaros' Treasure,87.0,Adventure,2007-10-23,2007.0,Great (80-89),0,3.7376696182833684
"Psychonauts 2 (Original Soundtrack), Vol. 1",3447,68763,29.0,118.1,jazz|soundtrack|video game music|ambient|videogame,0,0,1,1,0,0,0,0,5,Psychonauts 2,87.0,3D Platformer,2021-08-25,2021.0,Great (80-89),0,8.145549631783584
The Original Soundtrack,766879,7593247,7.0,274.1,70s|soft rock|classic rock|pop|rock,0,0,0,0,0,0,0,1,5,MechAssault,87.0,Vehicle Combat Sim,2002-11-11,2002.0,Great (80-89),0,13.550085614393458
Animal Crossing Original Soundtrack,19,1730,,,,0,0,0,0,0,0,0,0,0,Animal Crossing,87.0,Virtual Life,2002-09-15,2002.0,Great (80-89),0,2.995732273553991
Fight Night Round 4 Original Soundtrack,2,8,,,,0,0,0,0,0,0,0,0,0,Fight Night Round 4,87.0,Combat Sport,2009-06-23,2009.0,Great (80-89),0,1.0986122886681098
Tearaway Original Soundtrack,6,226,,,,0,0,0,0,0,0,0,0,0,Tearaway,87.0,3D Platformer,2013-11-22,2013.0,Great (80-89),0,1.9459101490553132
The Rocky Horror Picture Show - Original Soundtrack,295900,5429342,16.0,190.8,soundtrack|musical|rocky horror picture show|rock|rock n roll,0,0,0,0,0,0,0,0,5,MLB 13: The Show,87.0,Baseball Sim,2013-03-05,2013.0,Great (80-89),0,12.597780217902699
The Cursed (Original Television Soundtrack),123,4067,49.0,131.6,ost|korean|soundtrack,0,0,0,0,0,0,0,0,3,Pipistrello and the Cursed Yoyo,87.0,Action Adventure,2025-05-28,2025.0,Great (80-89),0,4.820281565605037
Raw (Original Motion Picture Soundtrack),14578,161518,28.0,118.0,soundtrack|ambient|folk|rockabilly|uk,0,0,0,1,0,1,0,0,5,Raw Data,87.0,FPS,2017-10-02,2017.0,Great (80-89),0,9.587337416104821
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon HeartGold Version,87.0,Trainer RPG,2010-03-14,2010.0,Great (80-89),0,10.40774163091908
The Legend of Zelda: Spirit Tracks Original Soundtrack,39,1455,,,,0,0,0,0,0,0,0,0,0,The Legend of Zelda: Spirit Tracks,87.0,Open-World Action,2009-12-07,2009.0,Great (80-89),0,3.6888794541139363
Shogun II: Total War (Original Soundtrack),18306,284487,28.0,139.0,soundtrack|ost|videogame soundtrack|video game soundtrack|like lots,0,1,0,0,0,0,0,0,5,Shogun: Total War Warlord Edition,87.0,Turn-Based Strategy,2001-08-13,2001.0,Great (80-89),0,9.815038779351015
Diablo III : Reaper Of Souls (Original Soundtrack),56,1998,,,,0,0,0,0,0,0,0,0,0,Diablo III: Reaper of Souls,87.0,Action RPG,2014-03-25,2014.0,Great (80-89),0,4.04305126783455
FINAL FANTASY VI PIXEL REMASTER Original Soundtrack,101,8313,94.0,,,0,0,0,0,0,0,0,0,0,Final Fantasy VI Pixel Remaster,87.0,JRPG,2022-02-23,2022.0,Great (80-89),0,4.624972813284271
Metal Gear Solid 2: Substance Original Soundtrack,18,564,,,,0,0,0,0,0,0,0,0,0,Metal Gear Solid 2: Substance,87.0,Action Adventure,2002-11-04,2002.0,Great (80-89),0,2.9444389791664403
Call of Duty: Black Ops – Zombies (Original Game Soundtrack),213460,4032277,17.0,,rock|hard rock|electronic|progressive metal|heavy metal,0,0,1,0,0,0,0,0,5,Call of Duty: United Offensive,87.0,FPS,2004-09-14,2004.0,Great (80-89),0,12.271209425175432
ITAEWON CLASS (Original Television Soundtrack) Pt. 12,406141,45107550,2.0,215.0,2020|doramas,0,0,0,0,0,0,0,0,2,MLB 12: The Show,87.0,Baseball Sim,2012-03-06,2012.0,Great (80-89),0,12.914458131128885
Wolfenstein II: The New Colossus (Original Game Soundtrack),34873,299859,41.0,175.0,,0,0,0,0,0,0,0,0,0,Wolfenstein II: The New Colossus,87.0,FPS,2017-10-27,2017.0,Great (80-89),0,10.459496844877439
Pokémon | Secret Quest (Original Soundtrack),33114,161107,2.0,210.0,,0,0,0,0,0,0,0,0,0,Pokemon Black Version,87.0,Trainer RPG,2011-03-06,2011.0,Great (80-89),0,10.40774163091908
